Date,Time,milisecond,Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,
2019-5-16,9h59m11s,545ms,25.5775,27.7862,1.31075,1372,2.15915,400,0.00325017,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m11s,732ms,25.5775,27.7862,1.31075,1372,2.15915,400,0.00325017,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m11s,920ms,25.5775,27.7862,1.31075,1372,2.15915,400,0.00325017,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m12s,107ms,25.5775,27.8938,1.31075,1372,2.15915,400,0.00325017,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m12s,294ms,25.5775,27.8938,1.29854,1372,2.09812,400,0.00325017,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m12s,481ms,25.5775,27.8938,1.29854,1372,2.09812,400,0.00334173,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m12s,668ms,25.5775,27.8938,1.29854,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m12s,856ms,25.5775,27.8938,1.29854,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m13s,43ms,25.6778,27.8938,1.29854,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m13s,230ms,25.6778,27.8938,1.30159,1372,2.09812,400,0.00334173,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m13s,417ms,25.6778,27.8938,1.30159,1372,2.18967,400,0.0031281,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m13s,604ms,25.6778,27.8938,1.30159,1372,2.18967,400,0.0031281,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m13s,792ms,25.6778,27.8938,1.30159,1372,2.18967,400,0.0031281,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m13s,979ms,25.6778,27.8938,1.30159,1372,2.18967,400,0.0031281,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m14s,166ms,25.6778,27.8938,1.31685,1372,2.18967,400,0.0031281,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m14s,353ms,25.6778,27.8938,1.31685,1372,2.08286,400,0.0031281,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m14s,540ms,25.6778,27.8938,1.31685,1372,2.08286,400,0.00337224,1000,0.00446326,1768,20,1820,
2019-5-16,9h59m14s,728ms,25.6778,27.8938,1.31685,1372,2.08286,400,0.00337224,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m14s,915ms,25.6778,27.8938,1.31685,1372,2.08286,400,0.00337224,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m15s,102ms,25.6778,27.9799,1.30465,1372,2.08286,400,0.00337224,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m15s,289ms,25.6778,27.9799,1.30465,1372,2.17441,400,0.00337224,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m15s,476ms,25.6778,27.9799,1.30465,1372,2.17441,400,0.00315862,1000,0.00423438,1768,20,1820,
2019-5-16,9h59m15s,664ms,25.6778,27.9799,1.30465,1372,2.17441,400,0.00315862,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m15s,851ms,25.5775,27.9799,1.30465,1372,2.17441,400,0.00315862,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m16s,38ms,25.5775,27.8938,1.31075,1372,2.17441,400,0.00315862,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m16s,225ms,25.5775,27.8938,1.31075,1372,2.05234,400,0.00315862,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m16s,412ms,25.5775,27.8938,1.31075,1372,2.05234,400,0.00337224,1000,0.00438697,1768,20,1820,
2019-5-16,9h59m16s,600ms,25.5775,27.8938,1.31075,1372,2.05234,400,0.00337224,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m16s,787ms,25.5775,27.8938,1.31075,1372,2.05234,400,0.00337224,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m16s,974ms,25.5775,27.8938,1.31075,1372,2.05234,400,0.00337224,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m17s,161ms,25.5775,27.8938,1.31075,1372,2.15915,400,0.00337224,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m17s,348ms,25.5775,27.8938,1.31075,1372,2.15915,400,0.00325017,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m17s,536ms,25.5775,27.8938,1.31075,1372,2.15915,400,0.00325017,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m17s,723ms,25.5775,27.8938,1.31075,1372,2.15915,400,0.00325017,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m17s,910ms,25.5775,27.8938,1.31075,1372,2.15915,400,0.00325017,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m18s,97ms,25.5775,27.8938,1.3077,1372,2.15915,400,0.00325017,1000,0.00431067,1768,20,1820,
2019-5-16,9h59m18s,284ms,25.5775,27.8938,1.3077,1372,2.03708,400,0.00325017,1000,0.00431067,1768,20,1820,
